날짜,레이블,WTI,환율,VIX,PBR,통화량,기준금리,소비자물가지수,수입금액지수,수출금액지수,경제심리지수,경기종합지수,실업률,고용률,한국경제성장률,미국경제성장률,OBV,ADI,EOM,MFI,MACD,ADX,RSI,ATR,ev_ebitda
2013-11-29,down,92.72,1060.1,13.7,1.07,1918502.8,2.5,93.116,120.03,112.43,98.8,99.9,3.1,60.2,0.9,0.7,-555541737.0,1536.29,2851.22,69.5,3.9,20.63,85.56,8.23,0.0649872549
2013-12-02,down,93.82,1057.8,14.23,1.05,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555544927.0,-3013.47,15015.75,68.25,2.55,18.73,77.09,8.24,0.065194984
2013-12-03,down,96.04,1057.3,14.55,1.04,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555548207.0,-5570.0,3283.32,66.97,1.44,16.76,66.73,7.93,0.0654029699
2013-12-04,down,97.2,1060.2,14.7,1.02,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555553777.0,-4120.0,5467.89,64.77,0.51,15.47,59.09,7.82,0.0657185347
2013-12-05,down,97.38,1060.6,15.08,1.02,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555557897.0,-899.71,658.27,63.11,-0.14,14.54,58.77,7.85,0.0658240376
2013-12-06,down,97.65,1057.4,13.79,1.01,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555561557.0,-3300.0,-2464.0,61.62,-0.79,14.19,47.36,8.05,0.0657185347
2013-12-09,down,97.34,1052.8,13.49,1.02,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555558257.0,-1770.42,1396.28,63.76,-1.33,13.81,46.46,8.26,0.065194984
2013-12-10,down,98.51,1051.7,13.91,1.01,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555562447.0,-4339.23,1318.94,62.2,-2.36,12.84,48.73,8.54,0.0649872549
2013-12-11,down,97.44,1051.75,15.42,1.0,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555569537.0,-5977.61,5398.32,59.48,-3.39,11.99,49.86,8.69,0.0657185347
2013-12-12,down,97.5,1051.2,15.54,0.99,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555576787.0,-7922.15,1540.68,56.53,-4.27,11.28,54.45,8.52,0.0666837684
2013-12-13,down,96.6,1050.3,15.76,0.97,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555596477.0,-3300.0,1074.5,46.97,-4.73,11.52,48.46,8.43,0.0681287471
2013-12-16,down,97.48,1052.6,16.03,0.98,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555606577.0,306.55,122.33,40.87,-4.63,12.22,44.79,8.54,0.068700684
2013-12-17,down,97.22,1051.7,16.21,0.97,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555610787.0,-1040.31,-1580.44,38.13,-4.41,12.43,40.01,8.88,0.0685857663
2013-12-18,down,97.8,1049.7,13.8,0.98,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555604277.0,2400.0,-2220.0,40.85,-3.99,12.65,39.09,9.06,0.0681287471
2013-12-19,down,98.77,1051.2,14.15,0.97,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555609397.0,-4496.2,3239.8,37.57,-3.8,13.01,33.95,9.16,0.0690489583
2013-12-20,down,99.32,1058.6,13.79,0.98,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555603387.0,6044.71,-3346.27,39.98,-3.07,13.41,42.99,9.05,0.0689328735
2013-12-23,down,98.91,1063.4,13.04,0.99,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555596047.0,2961.78,-1602.82,43.12,-2.48,13.01,44.66,9.05,0.068700684
2013-12-24,down,99.22,1059.3,12.48,1.0,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555587387.0,2514.03,-1276.84,47.24,-2.22,13.25,44.34,9.26,0.0680145701
2013-12-26,down,99.55,1060.4,12.33,0.99,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555592697.0,-3207.9,-2347.2,44.18,-2.15,13.92,45.41,9.63,0.0689328735
2013-12-27,down,100.32,1058.2,12.46,1.02,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555588727.0,7458.98,-9467.01,46.04,-1.87,14.84,50.26,9.7,0.0685857663
2013-12-30,down,99.29,1054.0,13.56,1.03,1929463.0,2.5,93.229,123.16,108.74,99.1,100.0,3.2,60.0,0.9,0.7,-555581167.0,4082.23,-682.91,49.78,-2.35,15.84,49.43,9.4,0.0673431653
2014-01-02,neutral,95.44,1050.75,14.23,1.01,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555589447.0,-5715.2,16798.73,45.17,-3.39,15.71,45.84,9.66,0.0603033677
2014-01-03,neutral,93.96,1049.6,13.76,1.0,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555595217.0,-1149.91,12773.14,41.71,-4.16,15.57,42.02,9.22,0.0613254943
2014-01-06,neutral,93.43,1053.8,13.55,0.97,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555600727.0,-5826.85,5210.47,38.33,-4.57,16.66,35.18,8.6,0.0631448763
2014-01-07,neutral,93.67,1065.4,12.92,0.98,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555594307.0,-1631.72,-2074.63,40.83,-3.85,16.98,44.26,8.41,0.0629247846
2014-01-08,neutral,92.33,1068.5,12.87,0.99,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555588017.0,2504.79,-4828.91,43.39,-3.01,16.14,48.86,8.57,0.0612209798
2014-01-09,neutral,91.66,1064.7,12.89,1.01,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555581777.0,3466.23,-9054.59,46.08,-2.35,15.51,43.34,8.44,0.0593147546
2014-01-10,neutral,92.72,1062.0,12.14,1.02,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555572717.0,1163.58,236.34,50.35,-2.12,15.14,51.8,8.05,0.0588320131
2014-01-13,neutral,91.8,1060.4,13.28,1.02,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555564847.0,5028.37,2565.44,54.5,-2.37,16.07,60.1,8.1,0.0595092719
2014-01-14,neutral,92.59,1058.5,12.28,1.0,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555571937.0,-5591.91,627.69,51.13,-2.87,17.08,47.37,8.03,0.0627062218
2014-01-15,neutral,94.17,1058.3,12.28,1.01,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555563487.0,1829.55,-2349.43,55.64,-2.67,17.78,46.14,8.02,0.063034074
2014-01-16,neutral,93.96,1063.0,12.53,1.02,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555556677.0,-754.11,1304.05,59.58,-2.64,18.04,50.69,8.19,0.0616379522
2014-01-17,neutral,94.37,1062.4,12.44,1.01,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555562847.0,-1308.54,1435.0,56.99,-2.89,18.93,47.12,8.45,0.0612209798
2014-01-21,neutral,94.99,1062.5,12.87,1.03,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555551377.0,4909.94,-650.92,63.77,-2.99,20.31,55.53,8.45,0.060809611
2014-01-22,neutral,96.73,1064.2,12.84,1.03,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555558627.0,2040.5,-1307.37,61.13,-3.66,21.43,55.85,8.57,0.0610151308
2014-01-23,neutral,97.32,1066.5,13.77,1.03,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555564907.0,-3954.16,4574.18,58.71,-4.4,22.77,51.54,8.74,0.0617438965
2014-01-24,neutral,96.64,1072.7,18.14,1.01,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555572077.0,1745.96,4741.05,55.79,-5.18,24.51,38.71,8.71,0.0619547006
2014-01-27,up,95.72,1078.4,17.42,0.99,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555580067.0,1674.99,495.68,52.36,-5.52,25.38,32.08,8.67,0.0625980654
2014-01-28,up,97.41,1082.5,15.8,0.99,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555587987.0,2223.53,-5284.17,48.77,-5.14,24.92,31.45,9.04,0.0633653725
2014-01-29,neutral,97.36,1076.9,17.35,1.03,1937700.8,2.5,93.73,124.84,105.49,99.3,99.9,3.2,60.4,0.9,-0.4,-555577787.0,7303.51,-2232.55,53.59,-4.5,24.41,33.39,8.46,0.0619547006
2014-02-03,neutral,96.43,1080.2,21.44,1.02,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555587417.0,-4526.67,8687.14,49.05,-4.94,24.54,27.57,8.22,0.0622747214
2014-02-04,neutral,97.19,1083.6,19.11,0.99,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555594137.0,-2173.41,-3854.56,45.61,-4.99,25.25,16.39,7.8,0.0633653725
2014-02-05,neutral,97.38,1083.0,19.95,1.01,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555586887.0,4952.13,-4841.21,48.83,-4.07,23.79,20.0,7.59,0.0629247846
2014-02-06,neutral,97.84,1076.9,17.23,1.02,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555577617.0,1166.72,1990.83,53.39,-3.73,22.68,28.2,7.39,0.0629247846
2014-02-07,neutral,99.88,1077.7,15.29,1.02,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555584777.0,-206.29,-695.63,49.99,-3.69,22.35,21.13,7.51,0.0632549323
2014-02-10,neutral,100.06,1075.3,15.26,1.02,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555571327.0,3495.54,807.67,57.21,-3.29,21.47,31.33,7.59,0.0624902814
2014-02-11,neutral,99.94,1071.9,14.51,1.01,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555580537.0,263.63,768.12,52.86,-2.93,20.93,29.04,7.88,0.063034074
2014-02-12,neutral,100.37,1069.9,14.3,1.01,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555590057.0,756.41,-1777.62,47.81,-2.13,20.18,33.12,7.98,0.0634773436
2014-02-13,neutral,100.35,1061.4,14.14,1.01,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555596267.0,-4800.0,-1719.55,44.19,-1.0,19.12,26.01,8.08,0.064038528
2014-02-14,neutral,100.3,1065.3,13.57,1.02,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555591467.0,812.94,-8750.51,46.51,0.57,18.29,28.29,8.34,0.0641517239
2014-02-18,neutral,102.43,1059.4,13.87,1.05,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555576897.0,2543.79,-1041.42,54.34,2.68,17.78,49.41,7.55,0.0627062218
2014-02-19,neutral,103.31,1064.4,15.5,1.05,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555583977.0,-1093.85,-4646.91,50.61,3.33,18.96,48.06,7.69,0.0624902814
2014-02-20,up,102.92,1065.3,14.79,1.07,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555576867.0,6368.69,-5237.99,54.79,4.13,20.4,69.74,7.39,0.0615334464
2014-02-21,neutral,102.2,1071.0,14.68,1.08,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555563697.0,-963.65,124.53,64.04,4.17,21.58,67.26,6.95,0.0613254943
2014-02-24,neutral,102.82,1072.1,14.23,1.08,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555570237.0,-2578.17,1354.95,60.97,3.98,20.75,70.57,7.09,0.0616379522
2014-02-25,neutral,101.83,1073.3,13.67,1.08,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555575607.0,2017.25,1320.44,58.26,3.74,19.97,67.5,7.35,0.0620617375
2014-02-26,neutral,102.59,1073.1,14.35,1.07,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555584437.0,-3313.79,-159.97,53.32,3.41,19.16,64.21,7.35,0.062168047
2014-02-27,neutral,102.4,1065.1,14.04,1.08,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555578237.0,3629.49,658.89,57.75,3.28,18.75,68.93,7.59,0.0612209798
2014-02-28,neutral,102.59,1068.7,14.0,1.07,1957315.4,2.5,93.98,117.36,100.64,99.3,99.9,3.6,60.6,0.9,-0.4,-555582987.0,-6409.74,3985.01,55.08,2.71,18.3,68.89,7.69,0.0619547006
2014-03-03,neutral,104.92,1067.3,16.0,1.06,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555589967.0,819.9,1541.95,50.88,2.52,17.88,65.79,7.72,0.0619547006
2014-03-04,neutral,103.33,1069.0,14.1,1.05,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555595227.0,-3085.69,-4976.65,47.48,2.37,18.16,62.0,7.9,0.0622747214
2014-03-05,neutral,101.45,1070.1,13.89,1.07,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555590207.0,9670.0,-1619.13,50.56,2.53,18.73,64.28,7.66,0.0631448763
2014-03-06,neutral,101.56,1070.2,14.21,1.07,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555599877.0,1409.05,-940.21,43.92,1.65,18.4,64.03,7.78,0.0634773436
2014-03-07,neutral,102.58,1063.6,14.11,1.07,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555605697.0,-4043.31,10955.76,39.34,0.51,17.25,62.48,8.09,0.0629247846
2014-03-10,neutral,101.12,1064.2,14.2,1.05,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555610437.0,-4373.65,4149.78,35.35,-0.71,16.01,50.34,7.66,0.0634773436
2014-03-11,neutral,100.03,1066.1,14.8,1.05,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555605377.0,2392.94,7423.21,37.77,-1.6,15.52,52.41,7.72,0.0639257309
2014-03-12,neutral,97.99,1064.78,14.47,1.02,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555609897.0,-8786.8,4540.2,34.04,-2.83,15.57,35.93,7.13,0.0655468459
2014-03-13,neutral,98.2,1067.03,16.22,1.03,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555599647.0,3071.19,4723.86,38.83,-2.9,16.07,40.62,6.64,0.0659051595
2014-03-14,up,98.89,1067.9,17.82,1.01,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555607127.0,-1413.95,-736.66,32.4,-3.34,16.83,27.98,6.45,0.0673771747
2014-03-17,up,98.08,1071.93,15.64,1.02,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555600537.0,2825.66,-4357.78,35.4,-3.12,16.33,29.52,6.55,0.0663886322
2014-03-18,neutral,99.7,1066.9,14.52,1.02,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555595857.0,-4431.49,2331.5,37.7,-3.08,16.01,39.33,6.67,0.066145391
2014-03-19,neutral,100.37,1068.4,15.12,1.02,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555600937.0,-2740.19,5164.83,33.27,-3.14,16.44,34.07,6.7,0.0671279294
2014-03-20,neutral,99.43,1069.6,14.52,1.0,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555604727.0,-3905.49,1133.14,29.84,-2.96,16.26,17.85,6.5,0.0683969303
2014-03-21,neutral,99.46,1076.0,15.0,1.01,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555599927.0,1815.76,-2713.46,31.74,-2.13,15.12,17.94,6.54,0.0675037871
2014-03-24,neutral,99.6,1079.38,15.09,1.02,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555594787.0,-4121.89,-1300.5,33.88,-1.27,13.32,23.93,6.73,0.0672523211
2014-03-25,neutral,99.19,1076.8,14.02,1.04,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555589737.0,6141.89,-7758.89,36.12,-0.31,11.88,31.87,6.61,0.0650755125
2014-03-26,neutral,100.26,1078.3,14.93,1.04,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555582457.0,-601.52,472.8,39.67,0.1,10.33,38.07,6.26,0.0650755125
2014-03-27,down,101.28,1076.43,14.62,1.04,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555574537.0,2523.18,-2263.81,44.09,0.61,9.98,41.11,6.38,0.0647261395
2014-03-28,neutral,101.67,1068.18,14.41,1.06,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555566607.0,5173.47,-2510.5,49.17,1.24,9.35,48.58,6.09,0.0639257309
2014-03-31,down,101.58,1066.55,13.88,1.05,1965536.2,2.5,94.153,126.65,113.81,99.2,99.8,3.4,60.4,0.9,-0.4,-555572417.0,1938.35,719.68,44.79,1.29,9.04,42.57,5.9,0.0646109092
2014-04-01,neutral,99.74,1062.5,13.1,1.06,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555566727.0,5848.6,-1724.26,48.61,1.46,9.32,50.05,5.93,0.0641517239
2014-04-02,down,99.62,1057.6,13.09,1.05,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555572787.0,-1808.62,-1055.53,43.87,1.57,9.43,44.95,5.99,0.0637001719
2014-04-03,neutral,100.29,1058.44,13.37,1.05,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555566467.0,-6600.0,360.0,48.19,1.79,10.14,49.58,6.21,0.0641517239
2014-04-04,neutral,101.14,1056.7,13.96,1.06,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555559387.0,-1988.25,2876.96,53.7,1.99,10.66,55.03,6.33,0.064038528
2014-04-07,neutral,100.44,1051.45,15.57,1.04,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555565467.0,-1466.07,1366.0,49.05,2.13,11.37,57.11,6.27,0.0644949069
2014-04-08,neutral,102.56,1054.34,14.89,1.05,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555561277.0,3943.8,-5801.97,52.38,2.7,11.61,56.76,6.38,0.0642664938
2014-04-09,neutral,103.6,1046.03,13.82,1.06,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555556817.0,5148.0,-5190.91,56.15,3.24,11.57,60.68,6.06,0.0633653725
2014-04-10,down,103.4,1035.11,15.89,1.07,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555550767.0,-5319.16,2756.26,61.83,3.23,12.43,59.44,5.98,0.063034074
2014-04-11,neutral,103.74,1038.24,17.03,1.06,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555557347.0,4756.08,-684.89,57.43,2.96,11.84,56.63,6.03,0.0632549323
2014-04-14,neutral,104.05,1038.94,16.11,1.06,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555562397.0,989.19,88.56,53.66,2.81,12.2,65.76,6.21,0.0638121737
2014-04-15,down,103.75,1040.91,15.61,1.05,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555566557.0,-4254.28,3351.54,50.29,2.63,12.28,61.51,6.38,0.0642664938
2014-04-16,neutral,103.76,1040.2,14.18,1.05,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555571947.0,-1715.45,-794.55,45.54,2.64,12.36,60.1,6.35,0.0646109092
2014-04-17,neutral,104.3,1036.43,13.36,1.06,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555566777.0,753.65,-3441.24,49.75,2.77,13.21,68.01,6.5,0.0644949069
2014-04-21,neutral,104.37,1037.6,13.25,1.05,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555566527.0,-1323.08,2168.24,50.17,2.29,13.9,57.71,6.75,0.0644949069
2014-04-22,neutral,102.13,1038.41,13.19,1.06,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555563087.0,5210.0,-2539.14,53.15,2.12,13.93,52.46,6.82,0.0646109092
2014-04-23,neutral,101.44,1039.51,13.27,1.03,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555568297.0,-4880.0,4685.91,48.88,1.62,14.24,50.51,6.94,0.0651924074
2014-04-24,neutral,101.94,1038.6,13.32,1.03,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555573177.0,-1902.22,6459.81,44.48,1.22,14.0,48.66,6.85,0.0654286776
2014-04-25,neutral,100.6,1038.7,14.06,1.01,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555577457.0,-3846.41,1229.56,40.33,1.02,14.48,45.09,6.6,0.0657844676
2014-04-28,neutral,100.84,1039.7,13.97,1.01,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555572897.0,1278.03,-3533.39,43.5,1.38,15.14,49.2,6.7,0.0654286776
2014-04-29,neutral,101.28,1033.44,13.71,1.03,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555569597.0,3368.34,-2625.47,45.92,1.62,15.41,49.48,6.74,0.0654286776
2014-04-30,neutral,99.74,1029.44,13.41,1.12,1973451.6,2.5,94.214,127.53,116.75,99.0,99.7,3.6,60.7,0.9,1.3,-555564647.0,299.35,-245.53,49.83,1.52,16.35,53.62,6.82,0.0648417815
2014-05-02,up,99.76,1030.71,12.91,1.12,1985945.9,2.5,94.369,117.82,109.21,98.8,99.5,3.5,60.3,0.9,1.3,-555559387.0,-300.88,4511.81,54.43,1.08,17.05,53.56,7.07,0.0647261395
2014-05-07,up,100.77,1025.51,13.4,1.09,1985945.9,2.5,94.369,117.82,109.21,98.8,99.5,3.5,60.3,0.9,1.3,-555562817.0,-4820.0,10943.55,51.73,0.5,17.63,42.22,6.72,0.0659051595
2014-05-08,up,100.26,1022.92,13.43,1.09,1985945.9,2.5,94.369,117.82,109.21,98.8,99.5,3.5,60.3,0.9,1.3,-555557997.0,4090.0,-2109.32,55.98,0.76,18.65,40.16,6.51,0.0663886322
2014-05-09,up,99.99,1021.91,12.92,1.13,1985945.9,2.5,94.369,117.82,109.21,98.8,99.5,3.5,60.3,0.9,1.3,-555562087.0,717.41,2861.97,52.96,0.95,18.54,48.59,6.66,0.0662674121
2014-05-12,up,100.59,1023.1,12.23,1.11,1985945.9,2.5,94.369,117.82,109.21,98.8,99.5,3.5,60.3,0.9,1.3,-555565747.0,-2674.59,-291.41,50.1,1.17,18.95,49.16,6.62,0.0677558366
2014-05-13,neutral,101.7,1023.23,12.13,1.13,1985945.9,2.5,94.369,117.82,109.21,98.8,99.5,3.5,60.3,0.9,1.3,-555561417.0,4010.92,-5283.43,53.64,2.05,18.98,55.6,6.6,0.0671279294
2014-05-14,neutral,102.37,1022.6,12.17,1.14,1985945.9,2.5,94.369,117.82,109.21,98.8,99.5,3.5,60.3,0.9,1.3,-555556807.0,4059.0,-5650.96,57.69,2.62,19.12,60.44,6.43,0.0668792507
2014-05-15,neutral,101.5,1027.74,13.17,1.16,1985945.9,2.5,94.369,117.82,109.21,98.8,99.5,3.5,60.3,0.9,1.3,-555552748.0,3235.06,-2592.96,61.52,3.01,20.32,79.93,6.08,0.0656654418
2014-05-16,neutral,102.02,1028.24,12.44,1.16,1985945.9,2.5,94.369,117.82,109.21,98.8,99.5,3.5,60.3,0.9,1.3,-555558518.0,1944.02,-403.7,57.75,2.73,21.32,75.93,5.81,0.0649578374
2014-05-19,neutral,102.61,999.83,12.42,1.15,1985945.9,2.5,94.369,117.82,109.21,98.8,99.5,3.5,60.3,0.9,1.3,-555563708.0,-3067.95,2504.08,53.98,2.38,20.97,71.37,6.04,0.0656654418
2014-05-20,neutral,102.44,1021.7,12.96,1.14,1985945.9,2.5,94.369,117.82,109.21,98.8,99.5,3.5,60.3,0.9,1.3,-555568758.0,-2430.45,4149.89,49.94,2.03,20.59,70.97,5.98,0.066145391
2014-05-21,neutral,104.07,1024.86,11.91,1.14,1985945.9,2.5,94.369,117.82,109.21,98.8,99.5,3.5,60.3,0.9,1.3,-555573988.0,-1775.5,-1217.4,45.36,1.86,20.42,71.2,5.86,0.0663886322
2014-05-22,neutral,103.74,1025.95,12.03,1.14,1985945.9,2.5,94.369,117.82,109.21,98.8,99.5,3.5,60.3,0.9,1.3,-555569178.0,2083.63,-2339.31,49.18,1.81,21.12,81.84,5.93,0.0656654418
2014-05-23,neutral,104.35,1023.98,11.36,1.14,1985945.9,2.5,94.369,117.82,109.21,98.8,99.5,3.5,60.3,0.9,1.3,-555572708.0,-2016.5,1037.84,46.07,1.35,21.58,77.93,6.01,0.0659051595
2014-05-27,neutral,104.11,1024.13,11.51,1.14,1985945.9,2.5,94.369,117.82,109.21,98.8,99.5,3.5,60.3,0.9,1.3,-555572338.0,-266.42,-587.05,46.14,0.15,21.65,71.73,6.44,0.066145391
